PC1,PC2,Cluster,HC_Cluster,DBscan_Cluster
2.73721411551014,1.2693101769949342,2,1,1
-1.8055348589046498,1.386272593790431,1,2,1
-1.7313456678407766,0.4901542532350602,1,3,0
0.5799010767786441,-0.5911755056628084,0,2,1
2.9390700860777916,-0.4729707220781883,2,1,1
-0.4099387666713921,-1.4944390910873278,0,0,0
-0.11162155465040229,0.8022881031833594,1,0,0
-1.0837671656761312,1.7084960222519274,1,3,0
-0.27131572262455594,1.827646765089778,1,3,0
0.04841874156834919,0.260822809495747,1,2,1
-0.5324699761562995,0.1021838355646789,1,0,0
-0.8172582981731712,0.30793792538503045,1,3,0
-2.633222195850527,0.8897090858808593,1,3,0
-1.2824216231011523,-1.1189812654805975,0,0,0
-1.2735734877381377,0.2404853489906771,1,0,0
-0.26646297753445364,-1.0610491372702615,0,0,0
-0.03451218808809238,-2.288546487796263,0,0,0
1.4794089103947292,0.47121455858944894,2,1,1
-1.700825956958703,1.8713969024745327,1,3,0
-1.6571345432456412,0.8157831204396258,1,3,0
3.7769423724150006,-2.32556432613757,2,1,1
-1.7432425830794305,-2.055454252012602,0,0,0
-1.670816468752422,0.8254542611718524,1,3,0
-1.577741095987117,0.5121734523119283,1,0,0
-2.008575149631867,-0.08018451092520953,1,0,0
3.1989104576404466,2.0824599139919417,2,1,-1
-1.1001113395465776,1.081079453510989,1,3,0
0.34343106014029484,-0.7624447385115662,0,0,0
2.2382262332484864,-0.3539698427312143,2,1,1
1.0611679096506772,1.5197608429262466,2,3,0
-2.1135387957652023,0.07262958729709386,1,0,0
-2.0749652384676636,0.24912524413082088,1,3,0
-0.8964530207523309,-0.31955732910584284,1,0,0
-1.6512865239893797,0.08215054762035127,1,2,1
-0.5094372332712825,-2.2343683993743952,0,0,0
-0.09615962900839108,0.3085344338783489,1,2,1
-0.25212979317094597,-0.35775320106124603,0,3,0
-1.9063425909168379,0.1845089349226725,1,3,0
0.28923498304393425,-1.9376760449623283,0,0,0
-0.6122141243039205,-0.26104113400243234,1,2,1
-0.4556652692938889,-2.0161842882059986,0,0,0
-0.03451218808809238,-2.288546487796263,0,0,0
1.3543560522365952,1.2303570138198106,2,1,-1
3.5370051757668186,2.1118295702188745,2,2,-1
1.565316138389982,1.0618536829766845,2,1,1
-1.5187936474554176,0.56582508647261,1,3,0
-0.445695158491821,-0.0010710359303133991,1,0,0
-1.3475479589567343,0.5681529276846103,1,3,0
-0.7763528781988909,0.29643490951599477,1,3,0
1.0892419461862695,-0.8126193821562957,0,1,1
-0.2314446012981644,1.4243246351099863,1,3,0
-0.4841774168433955,1.5100344025375154,1,3,0
3.5107894791589773,1.315684531218495,2,1,1
-0.3371901274600215,0.16744703839362476,1,0,0
1.8513797117232484,0.26886757324008026,2,0,0
-0.3029374205648277,1.6683417826063662,1,2,1
-1.4447771345728562,-0.5251417823791757,1,0,0
0.47021802604293034,-2.2957743427634467,0,2,1
-0.3459322680290986,2.139727711939513,1,2,1
1.5606428190189572,1.8772888734032165,2,2,-1
4.703144368310081,1.137613321418552,2,1,-1
-0.1970359910001484,-0.05174666122473653,1,0,0
0.31612960207098295,-0.29234042841865343,0,0,0
-1.531051755468283,-1.7757101830288542,0,0,0
